Chr6	1958772	1959071	Chr4	4623080	4623424
Chr4	4623080	4623424	Chr12	5668286	5668672
Chr12	59665316	59666996	Chr4	54132794	54134033
Chr12	120048552	120051861	Chr4	102450627	102453936
Chr12	59647214	59647480	Chr4	54111965	54112231
Chr12	120117744	120118109	Chr4	102519819	102520184
Chr3	1099340	1099717	Chr15	2984594	2984983
Chr3	1099340	1099717	Chr18	5055776	5056210
Chr3	6246464	6246724	Chr15	8277640	8277900
Chr3	13189245	13189520	Chr3	6134573	6136889
Chr15	8535189	8535464	Chr3	13189245	13189520
Chr3	13201502	13201777	Chr15	17034661	17034936
Chr3	13201502	13201777	Chr15	8517617	8517892
Chr15	17021031	17021312	Chr3	6242150	6242431
Chr15	8264055	8264330	Chr3	6242150	6242431
Chr3	13200556	13201229	Chr3	6155565	6155831
Chr3	13200556	13201229	Chr15	17033654	17033920
Chr3	13200556	13201229	Chr15	8532130	8532396
Chr3	6209313	6209594	Chr3	6165918	6166160
Chr3	6209313	6209594	Chr15	8381119	8381400
Chr3	6224954	6228551	Chr15	8360339	8360590
Chr3	6224954	6228551	Chr15	8508902	8512842
Chr3	6118053	6118361	Chr3	6238309	6238584
Chr3	6118053	6118361	Chr3	13184566	13184841
Chr3	6118053	6118361	Chr15	8549573	8549890
Chr3	6118053	6118361	Chr15	8343452	8343727
Chr3	13204016	13204282	Chr15	8358409	8358675
Chr3	13204016	13204282	Chr15	17037174	17037440
Chr3	5113208	5113977	Chr15	9843163	9843429
Chr3	6210510	6212525	Chr3	6159477	6164438
Chr15	8378204	8380207	Chr3	6210510	6212525
Chr15	17023578	17023844	Chr3	13183393	13183659
Chr15	17023578	17023844	Chr3	6239431	6239697
Chr3	6239431	6239697	Chr15	8342338	8342604
Chr3	6128987	6129283	Chr3	13188067	13188321
Chr15	8264055	8264330	Chr3	6128987	6129283
Chr3	6128987	6129283	Chr15	8540723	8541019
Chr3	6231813	6232079	Chr15	8518627	8518881
Chr3	6231813	6232079	Chr15	8354890	8355156
Chr3	13188067	13188321	Chr15	8536428	8536682
Chr3	13188067	13188321	Chr15	17028326	17028580
Chr8	2135302	2135757	Chr3	6323326	6323715
Chr15	8219529	8219918	Chr3	6323326	6323715
Chr16	712582	713052	Chr3	6323326	6323715
Chr3	6277287	6277565	Chr15	8268096	8269025
Chr3	6277287	6277565	Chr15	8335319	8336257
Chr3	6155565	6155831	Chr15	8354890	8355156
Chr15	17251821	17253819	Chr3	6159477	6164438
Chr15	8360339	8360590	Chr3	6159477	6164438
Chr3	6159477	6164438	Chr15	8508218	8508490
Chr3	5118216	5121037	Chr15	9840259	9840513
Chr3	6282400	6282681	Chr15	8262996	8263277
Chr3	6282400	6282681	Chr15	8357257	8357523
Chr3	13186575	13186841	Chr15	17026790	17029791
Chr15	8269156	8269404	Chr3	6132194	6132442
Chr15	8537431	8537679	Chr3	6132194	6132442
Chr15	10955127	10955594	Chr3	7754918	7755385
Chr3	6138765	6139031	Chr3	6233715	6236017
Chr3	6138765	6139031	Chr15	8346205	8346471
Chr3	6102096	6102398	Chr3	13182001	13182267
Chr3	6102096	6102398	Chr3	6276260	6276508
Chr15	8565626	8565928	Chr3	6102096	6102398
Chr15	1160284	1160559	Chr3	142154484	142154759
Chr3	6230796	6231071	Chr3	6154642	6156850
Chr15	17034661	17034936	Chr3	6230796	6231071
Chr15	8517617	8517892	Chr3	6230796	6231071
Chr15	8355891	8356166	Chr3	6230796	6231071
Chr3	6229442	6229708	Chr3	13202851	13203117
Chr15	17036006	17036272	Chr3	6229442	6229708
Chr15	8262996	8263277	Chr3	6229442	6229708
Chr3	6229442	6229708	Chr15	8509561	8509830
Chr15	17036006	17036272	Chr3	13202851	13203117
Chr3	6133368	6139508	Chr3	6234271	6234525
Chr15	17022187	17022453	Chr3	13182001	13182267
Chr15	8344880	8346017	Chr3	6236873	6237142
Chr3	6236873	6237142	Chr15	8509561	8509830
Chr3	6233715	6236017	Chr15	8346205	8346471
Chr3	6297403	6297967	Chr8	2230247	2230564
Chr15	8249446	8249781	Chr3	6297403	6297967
Chr16	648555	648854	Chr3	6297403	6297967
Chr15	8266431	8266703	Chr3	6277761	6281622
Chr15	54963392	54967377	Chr3	65994531	65997595
Chr3	6153973	6154248	Chr15	8520229	8520504
Chr3	6265312	6266391	Chr15	8278467	8278999
Chr15	8549573	8549890	Chr3	6238309	6238584
Chr3	6238309	6238584	Chr15	8343452	8343727
Chr15	8549573	8549890	Chr3	13184566	13184841
Chr3	6165918	6166160	Chr15	8506498	8506740
Chr15	8535189	8535464	Chr3	6134573	6136889
Chr3	6134573	6136889	Chr15	8353040	8353315
Chr15	8536428	8536682	Chr3	6234271	6234525
Chr15	17028326	17028580	Chr3	6234271	6234525
Chr15	8517617	8517892	Chr3	6154642	6156850
Chr15	8355891	8356166	Chr3	6154642	6156850
Chr15	8535189	8535464	Chr3	6233013	6233288
Chr3	6233013	6233288	Chr15	8353040	8353315
Chr15	8535189	8535464	Chr3	6283712	6283990
Chr15	8261674	8261952	Chr3	6283712	6283990
Chr15	9841518	9841793	Chr3	5116933	5117208
Chr15	8269156	8269404	Chr3	6276260	6276508
Chr15	8537431	8537679	Chr3	6276260	6276508
Chr15	1166987	1167268	Chr3	142141211	142146756
Chr6	1958772	1959071	Chr12	5668286	5668672
Chr9	8984431	8984871	Chr19	146303435	146303755
Chr15	8249446	8249781	Chr16	648555	648854
Chr15	8219529	8219918	Chr16	712582	713052
Chr15	2984594	2984983	Chr18	5055776	5056210
